name,brand,type,model_year,price,mileage,fuel_type,transmission,safety_rating,engine_cc,seating_capacity,power_bhp,torque_nm,body_type,airbags,abs,ground_clearance,boot_space,service_cost,insurance_cost
Punch,Tata,Car,2022,1764148,22,Petrol,Automatic,4,1199,5,86,309,SUV,3,No,169,255,10542,46110
Punch,Tata,Car,2022,982321,24,Diesel,Automatic,3,1199,5,86,386,SUV,1,Yes,242,381,6691,32535
Harrier,Tata,Car,2022,1320148,22,Petrol,Manual,5,1956,5,168,92,SUV,7,Yes,179,690,11420,51387
Harrier,Tata,Car,2022,3618214,19,Hybrid,Automatic,3,1956,5,168,351,SUV,3,Yes,237,255,6745,26296
Harrier,Tata,Car,2022,1514663,17,Diesel,Automatic,3,1956,5,168,142,SUV,5,Yes,217,390,11911,18910
Harrier,Tata,Car,2022,4096908,15,Electric,Automatic,5,1956,5,168,257,SUV,5,Yes,247,437,14707,47623
Safari,Tata,Car,2022,1066006,27,Petrol,Manual,3,1956,7,168,263,SUV,1,Yes,187,579,6099,20060
Safari,Tata,Car,2022,1413607,18,Hybrid,Automatic,5,1956,7,168,254,SUV,2,No,183,637,4920,16416
Safari,Tata,Car,2022,3928910,19,Diesel,Automatic,3,1956,7,168,225,SUV,3,Yes,207,420,12608,55204
Safari,Tata,Car,2022,3882973,19,Diesel,Manual,3,1956,7,168,192,SUV,8,Yes,250,579,14761,32258
Altroz,Tata,Car,2022,3452541,27,Diesel,Manual,3,1199,5,88,91,Hatchback,7,Yes,244,578,3431,34523
Altroz,Tata,Car,2022,2373974,28,Hybrid,Automatic,4,1199,5,88,177,Hatchback,1,No,198,648,12186,16851
Altroz,Tata,Car,2022,3686106,15,Electric,Automatic,4,1199,5,88,170,Hatchback,1,Yes,186,403,12311,17887
Altroz,Tata,Car,2022,1526468,26,Hybrid,Automatic,3,1199,5,88,280,Hatchback,1,No,175,234,11858,17458
Tiago,Tata,Car,2022,4120058,22,Hybrid,Automatic,3,1199,5,86,196,Hatchback,3,Yes,203,540,9856,20462
Tiago,Tata,Car,2022,4230305,14,Hybrid,Automatic,3,1199,5,86,175,Hatchback,8,No,241,496,7630,30138
Tiago,Tata,Car,2022,1577995,15,Diesel,Automatic,5,1199,5,86,233,Hatchback,4,No,161,307,11815,29822
Tiago,Tata,Car,2022,3379360,19,Petrol,Manual,3,1199,5,86,341,Hatchback,2,No,156,552,5437,38718
Creta,Hyundai,Car,2022,4006721,18,Petrol,Automatic,3,1497,5,115,150,SUV,3,Yes,212,422,14345,48113
Creta,Hyundai,Car,2022,2034438,27,Hybrid,Manual,3,1497,5,115,224,SUV,7,Yes,224,349,4656,57247
Creta,Hyundai,Car,2022,2818669,16,Diesel,Automatic,3,1497,5,115,131,SUV,6,No,239,489,11813,24918
Creta,Hyundai,Car,2022,1164410,15,Electric,Manual,4,1497,5,115,99,SUV,4,Yes,184,260,4706,36448
Venue,Hyundai,Car,2022,1167868,22,Electric,Automatic,5,1493,5,113,138,SUV,1,No,185,601,10022,51347
Venue,Hyundai,Car,2022,2046626,17,Hybrid,Manual,3,1493,5,113,184,SUV,2,Yes,177,526,6420,59400
Venue,Hyundai,Car,2022,1086687,16,Diesel,Automatic,4,1493,5,113,250,SUV,4,No,195,515,8017,10080
Venue,Hyundai,Car,2022,3327938,26,Petrol,Manual,3,1493,5,113,238,SUV,7,Yes,210,279,7961,57684
Verna,Hyundai,Car,2022,4296002,25,Diesel,Automatic,5,1482,5,158,261,Sedan,6,Yes,208,538,7154,43252
Verna,Hyundai,Car,2022,4036525,20,Petrol,Automatic,4,1482,5,158,368,Sedan,2,Yes,181,457,7960,41686
Verna,Hyundai,Car,2022,2395680,24,Hybrid,Manual,5,1482,5,158,248,Sedan,7,No,239,696,5899,45462
Verna,Hyundai,Car,2022,4002051,19,Diesel,Manual,4,1482,5,158,202,Sedan,7,Yes,193,340,10151,37458
i20,Hyundai,Car,2022,1818880,14,Diesel,Automatic,5,1197,5,82,396,Hatchback,5,Yes,245,476,5872,12326
i20,Hyundai,Car,2022,2336390,24,Electric,Manual,5,1197,5,82,400,Hatchback,4,Yes,225,242,4815,36736
i20,Hyundai,Car,2022,1008491,14,Petrol,Automatic,3,1197,5,82,157,Hatchback,5,Yes,160,401,7022,55216
i20,Hyundai,Car,2022,2872015,25,Electric,Manual,5,1197,5,82,116,Hatchback,7,Yes,236,603,14336,40752
Sonet,Kia,Car,2022,4137609,27,Electric,Automatic,5,1493,5,115,146,SUV,8,No,244,592,10263,50763
Sonet,Kia,Car,2022,1346737,24,Petrol,Automatic,5,1493,5,115,166,SUV,4,Yes,162,513,11054,45746
Sonet,Kia,Car,2022,3091342,14,Hybrid,Manual,5,1493,5,115,396,SUV,3,Yes,178,474,6713,29189
Sonet,Kia,Car,2022,3050172,17,Diesel,Automatic,4,1493,5,115,208,SUV,2,Yes,225,462,3000,19247
Seltos,Kia,Car,2022,2031763,22,Hybrid,Automatic,4,1497,5,115,357,SUV,1,No,157,303,10661,17327
Seltos,Kia,Car,2022,1922291,21,Petrol,Manual,4,1497,5,115,229,SUV,1,No,178,571,11976,29773
Seltos,Kia,Car,2022,2138460,18,Electric,Automatic,4,1497,5,115,232,SUV,4,No,190,382,14558,35764
Seltos,Kia,Car,2022,3106227,18,Diesel,Manual,3,1497,5,115,136,SUV,2,Yes,217,439,4744,37676
Carens,Kia,Car,2022,3860204,28,Diesel,Manual,4,1493,7,115,298,MPV,4,Yes,208,298,3476,12522
Carens,Kia,Car,2022,1952823,19,Diesel,Manual,4,1493,7,115,122,MPV,6,No,181,697,12375,58692
Carens,Kia,Car,2022,2110485,21,Electric,Automatic,3,1493,7,115,398,MPV,7,Yes,172,521,4232,17085
Carens,Kia,Car,2022,1872387,27,Electric,Automatic,5,1493,7,115,138,MPV,3,No,232,401,4334,32653
XUV700,Mahindra,Car,2022,1478214,27,Electric,Automatic,5,2198,7,182,266,SUV,2,No,158,519,12023,30359
XUV700,Mahindra,Car,2022,1458938,25,Hybrid,Automatic,5,2198,7,182,163,SUV,1,Yes,212,552,11471,46030
XUV700,Mahindra,Car,2022,4065359,14,Hybrid,Manual,3,2198,7,182,290,SUV,4,Yes,173,255,6482,24750
XUV700,Mahindra,Car,2022,3125909,23,Electric,Manual,3,2198,7,182,213,SUV,5,No,242,682,14056,41741
Scorpio N,Mahindra,Car,2022,4111363,22,Diesel,Manual,3,2198,7,172,268,SUV,1,No,239,682,13257,13730
Scorpio N,Mahindra,Car,2022,1381602,15,Hybrid,Manual,5,2198,7,172,388,SUV,8,Yes,187,623,10418,50297
Scorpio N,Mahindra,Car,2022,1753235,21,Electric,Automatic,5,2198,7,172,227,SUV,3,No,234,330,5260,59581
Scorpio N,Mahindra,Car,2022,1403421,16,Diesel,Automatic,5,2198,7,172,314,SUV,4,Yes,184,541,4302,38287
Thar,Mahindra,Car,2022,1453744,14,Diesel,Manual,3,2184,4,130,176,SUV,5,Yes,229,201,8358,10054
Thar,Mahindra,Car,2022,2184882,25,Petrol,Automatic,3,2184,4,130,165,SUV,8,No,224,255,8204,29039
Thar,Mahindra,Car,2022,3572552,27,Hybrid,Manual,3,2184,4,130,102,SUV,7,No,231,605,6924,27794
Thar,Mahindra,Car,2022,1975219,21,Diesel,Automatic,5,2184,4,130,185,SUV,6,No,171,399,6224,19193
City,Honda,Car,2022,4002617,14,Diesel,Manual,3,1498,5,121,230,Sedan,6,No,150,388,7931,23158
City,Honda,Car,2022,3393073,15,Petrol,Automatic,3,1498,5,121,326,Sedan,1,Yes,205,272,5648,18680
City,Honda,Car,2022,2481288,28,Diesel,Automatic,5,1498,5,121,168,Sedan,3,No,170,579,11560,20982
City,Honda,Car,2022,4358470,27,Hybrid,Manual,4,1498,5,121,220,Sedan,2,No,217,529,13347,11864
Elevate,Honda,Car,2022,772704,23,Diesel,Automatic,3,1498,5,121,146,SUV,2,No,158,246,5836,34633
Elevate,Honda,Car,2022,1076108,15,Diesel,Automatic,3,1498,5,121,221,SUV,1,Yes,225,575,4419,48187
Elevate,Honda,Car,2022,4344003,24,Diesel,Automatic,3,1498,5,121,297,SUV,2,Yes,201,242,5126,37352
Elevate,Honda,Car,2022,2539812,26,Hybrid,Manual,5,1498,5,121,239,SUV,2,Yes,179,458,11765,20349
Virtus,Volkswagen,Car,2022,3074545,17,Petrol,Manual,5,1498,5,148,106,Sedan,5,Yes,161,263,9695,20352
Virtus,Volkswagen,Car,2022,799009,15,Hybrid,Manual,5,1498,5,148,270,Sedan,2,No,157,446,6613,51341
Virtus,Volkswagen,Car,2022,4241661,16,Hybrid,Manual,3,1498,5,148,394,Sedan,4,Yes,238,351,14261,19957
Virtus,Volkswagen,Car,2022,3233441,25,Petrol,Automatic,5,1498,5,148,135,Sedan,8,Yes,172,640,11680,44434
Taigun,Volkswagen,Car,2022,4251152,22,Hybrid,Automatic,5,1498,5,148,387,SUV,7,No,173,227,14020,49831
Taigun,Volkswagen,Car,2022,1585805,16,Hybrid,Automatic,4,1498,5,148,393,SUV,1,Yes,224,591,6025,56484
Taigun,Volkswagen,Car,2022,4218020,22,Electric,Manual,5,1498,5,148,329,SUV,2,No,237,310,4718,44540
Taigun,Volkswagen,Car,2022,2939423,22,Hybrid,Automatic,4,1498,5,148,208,SUV,4,No,223,631,4863,24870
Kushaq,Skoda,Car,2022,3281327,19,Hybrid,Automatic,5,1498,5,148,96,SUV,6,Yes,171,558,3527,22040
Kushaq,Skoda,Car,2022,2422421,21,Petrol,Manual,3,1498,5,148,261,SUV,1,Yes,226,219,3516,21371
Kushaq,Skoda,Car,2022,2834846,24,Hybrid,Manual,4,1498,5,148,190,SUV,6,Yes,195,537,7043,13135
Kushaq,Skoda,Car,2022,3092168,20,Electric,Manual,5,1498,5,148,344,SUV,1,No,181,359,12734,25169
Slavia,Skoda,Car,2022,1194958,23,Petrol,Manual,4,1498,5,148,249,Sedan,3,Yes,178,462,4383,37845
Slavia,Skoda,Car,2022,2153106,16,Diesel,Automatic,3,1498,5,148,217,Sedan,7,Yes,230,584,5625,15060
Slavia,Skoda,Car,2022,1152477,19,Petrol,Automatic,3,1498,5,148,391,Sedan,3,Yes,182,488,9200,41886
Slavia,Skoda,Car,2022,3713917,23,Petrol,Automatic,3,1498,5,148,182,Sedan,1,Yes,225,292,10070,35721
Apache RTR 160,TVS,Bike,2022,235003,56,Hybrid,Automatic,4,160,2,16,298,Bike,4,No,182,378,4688,26102
Apache RTR 160,TVS,Bike,2022,387956,54,Petrol,Automatic,4,160,2,16,206,Bike,3,No,193,602,6475,55350
Apache RTR 160,TVS,Bike,2022,334020,55,Diesel,Automatic,4,160,2,16,390,Bike,5,Yes,180,654,14201,44280
Apache RTR 160,TVS,Bike,2022,352525,34,Hybrid,Automatic,5,160,2,16,127,Bike,3,No,218,379,6613,20010
Apache RTR 200,TVS,Bike,2022,191701,31,Hybrid,Automatic,4,198,2,20,350,Bike,6,No,167,442,6135,28667
Apache RTR 200,TVS,Bike,2022,113199,63,Diesel,Automatic,3,198,2,20,323,Bike,3,Yes,219,300,13093,10274
Apache RTR 200,TVS,Bike,2022,311505,63,Electric,Automatic,3,198,2,20,173,Bike,1,No,180,223,8658,26935
Apache RTR 200,TVS,Bike,2022,146602,30,Petrol,Manual,3,198,2,20,103,Bike,1,No,189,390,10073,32513
Ronin,TVS,Bike,2022,308887,50,Diesel,Automatic,5,225,2,20,322,Bike,2,Yes,233,426,6453,55281
Ronin,TVS,Bike,2022,332192,45,Petrol,Manual,5,225,2,20,254,Bike,8,No,243,491,9332,14688
Ronin,TVS,Bike,2022,369209,61,Diesel,Automatic,3,225,2,20,113,Bike,7,No,156,268,9256,11021
Ronin,TVS,Bike,2022,352151,59,Hybrid,Manual,5,225,2,20,237,Bike,1,No,239,316,8965,26369
Raider 125,TVS,Bike,2022,385084,47,Hybrid,Automatic,3,124,2,11,235,Bike,1,No,184,563,8163,56809
Raider 125,TVS,Bike,2022,187157,37,Petrol,Manual,3,124,2,11,104,Bike,6,No,171,254,12091,42949
Raider 125,TVS,Bike,2022,269223,35,Diesel,Automatic,3,124,2,11,147,Bike,5,No,202,539,10744,32514
Raider 125,TVS,Bike,2022,331857,72,Petrol,Automatic,5,124,2,11,251,Bike,8,No,212,300,12486,46755
Pulsar N160,Bajaj,Bike,2022,297171,46,Hybrid,Manual,3,164,2,16,98,Bike,7,No,162,349,9719,31796
Pulsar N160,Bajaj,Bike,2022,258269,40,Hybrid,Automatic,5,164,2,16,109,Bike,3,No,207,448,12301,33827
Pulsar N160,Bajaj,Bike,2022,113482,31,Petrol,Manual,5,164,2,16,311,Bike,1,Yes,161,696,10600,49961
Pulsar N160,Bajaj,Bike,2022,258467,63,Hybrid,Automatic,5,164,2,16,158,Bike,6,Yes,244,627,6490,26484
Pulsar NS200,Bajaj,Bike,2022,388566,50,Diesel,Manual,5,199,2,24,113,Bike,8,No,201,526,7144,23912
Pulsar NS200,Bajaj,Bike,2022,176037,57,Electric,Automatic,5,199,2,24,373,Bike,2,No,231,615,5612,41833
Pulsar NS200,Bajaj,Bike,2022,336870,69,Electric,Automatic,3,199,2,24,336,Bike,7,No,249,684,8202,24697
Pulsar NS200,Bajaj,Bike,2022,264547,60,Diesel,Manual,3,199,2,24,247,Bike,7,No,211,518,7791,14401
Dominar 400,Bajaj,Bike,2022,297400,36,Petrol,Manual,3,373,2,40,267,Bike,4,No,186,294,3973,52495
Dominar 400,Bajaj,Bike,2022,341363,29,Diesel,Automatic,3,373,2,40,263,Bike,4,No,163,258,12845,52708
Dominar 400,Bajaj,Bike,2022,382857,61,Petrol,Automatic,5,373,2,40,336,Bike,1,No,247,392,5497,42981
Dominar 400,Bajaj,Bike,2022,355673,36,Petrol,Manual,5,373,2,40,292,Bike,7,Yes,233,468,11336,13162
Splendor Plus,Hero,Bike,2022,378951,43,Petrol,Automatic,4,97,2,8,400,Bike,1,Yes,197,256,9608,59959
Splendor Plus,Hero,Bike,2022,139828,63,Hybrid,Manual,3,97,2,8,110,Bike,8,Yes,205,496,13287,15385
Splendor Plus,Hero,Bike,2022,369732,41,Hybrid,Manual,5,97,2,8,152,Bike,7,No,160,491,5436,17135
Splendor Plus,Hero,Bike,2022,294894,37,Electric,Manual,5,97,2,8,331,Bike,1,Yes,213,627,12271,11023
Xpulse 200,Hero,Bike,2022,272184,58,Electric,Manual,4,200,2,18,218,Bike,3,No,164,233,12558,46524
Xpulse 200,Hero,Bike,2022,81624,57,Electric,Manual,4,200,2,18,110,Bike,2,Yes,211,684,10230,29351
Xpulse 200,Hero,Bike,2022,200122,67,Diesel,Automatic,3,200,2,18,283,Bike,1,Yes,161,565,14570,53757
Xpulse 200,Hero,Bike,2022,144740,56,Petrol,Automatic,4,200,2,18,168,Bike,7,Yes,212,509,7733,14981
Xtreme 160R,Hero,Bike,2022,297566,64,Hybrid,Automatic,3,163,2,15,206,Bike,1,Yes,231,635,9019,12125
Xtreme 160R,Hero,Bike,2022,399417,68,Electric,Automatic,5,163,2,15,279,Bike,7,Yes,249,480,5938,51769
Xtreme 160R,Hero,Bike,2022,389922,61,Hybrid,Automatic,4,163,2,15,380,Bike,4,No,205,465,9264,20199
Xtreme 160R,Hero,Bike,2022,266496,75,Petrol,Automatic,4,163,2,15,391,Bike,7,Yes,188,666,9769,37069
Shine,Honda,Bike,2022,342454,42,Petrol,Manual,5,125,2,10,201,Bike,4,No,171,468,3088,24761
Shine,Honda,Bike,2022,190452,53,Hybrid,Automatic,5,125,2,10,383,Bike,5,Yes,201,347,11664,48283
Shine,Honda,Bike,2022,112764,71,Diesel,Manual,5,125,2,10,332,Bike,2,Yes,179,200,10921,14538
Shine,Honda,Bike,2022,112930,33,Electric,Automatic,4,125,2,10,374,Bike,6,Yes,209,274,12966,51451
SP125,Honda,Bike,2022,128522,55,Diesel,Manual,5,125,2,10,162,Bike,6,Yes,224,672,8209,33671
SP125,Honda,Bike,2022,147882,35,Diesel,Automatic,5,125,2,10,276,Bike,5,No,216,627,7343,23240
SP125,Honda,Bike,2022,249695,29,Hybrid,Automatic,4,125,2,10,378,Bike,1,No,211,512,6178,43051
SP125,Honda,Bike,2022,177596,34,Electric,Automatic,4,125,2,10,259,Bike,8,No,170,483,10559,17998
Hornet 2.0,Honda,Bike,2022,196283,62,Hybrid,Automatic,5,184,2,17,372,Bike,3,Yes,153,214,6743,56762
Hornet 2.0,Honda,Bike,2022,85614,42,Diesel,Automatic,3,184,2,17,206,Bike,3,No,168,473,10987,46867
Hornet 2.0,Honda,Bike,2022,159762,68,Diesel,Automatic,5,184,2,17,352,Bike,2,No,227,402,5631,33189
Hornet 2.0,Honda,Bike,2022,346658,55,Hybrid,Automatic,5,184,2,17,302,Bike,7,Yes,222,464,4171,38052
CB350,Honda,Bike,2022,187271,73,Petrol,Manual,3,348,2,21,145,Bike,4,No,246,209,7222,22992
CB350,Honda,Bike,2022,274473,61,Petrol,Manual,3,348,2,21,367,Bike,6,Yes,200,205,10562,20259
CB350,Honda,Bike,2022,183475,72,Petrol,Manual,5,348,2,21,151,Bike,8,No,250,426,4082,17996
CB350,Honda,Bike,2022,362558,41,Petrol,Automatic,4,348,2,21,136,Bike,1,No,210,237,8784,29137
Classic 350,Royal Enfield,Bike,2022,249800,70,Electric,Automatic,3,349,2,20,141,Bike,7,No,229,513,13719,17105
Classic 350,Royal Enfield,Bike,2022,367344,32,Diesel,Automatic,3,349,2,20,373,Bike,4,Yes,187,629,8185,16994
Classic 350,Royal Enfield,Bike,2022,192838,47,Hybrid,Automatic,5,349,2,20,360,Bike,7,No,215,353,4981,22774
Classic 350,Royal Enfield,Bike,2022,353726,58,Petrol,Manual,4,349,2,20,245,Bike,3,Yes,213,352,8380,18958
Hunter 350,Royal Enfield,Bike,2022,394355,59,Hybrid,Automatic,5,349,2,20,180,Bike,7,Yes,214,487,9453,50200
Hunter 350,Royal Enfield,Bike,2022,379345,47,Hybrid,Automatic,3,349,2,20,382,Bike,3,Yes,209,312,14193,51755
Hunter 350,Royal Enfield,Bike,2022,334249,46,Petrol,Manual,4,349,2,20,154,Bike,3,No,150,547,7585,31546
Hunter 350,Royal Enfield,Bike,2022,163510,68,Diesel,Automatic,3,349,2,20,309,Bike,8,No,169,417,6881,25935
Meteor 350,Royal Enfield,Bike,2022,374697,38,Electric,Automatic,3,349,2,20,286,Bike,8,No,162,332,4029,24053
Meteor 350,Royal Enfield,Bike,2022,259068,49,Petrol,Manual,5,349,2,20,308,Bike,7,No,228,359,13038,10638
Meteor 350,Royal Enfield,Bike,2022,131308,74,Petrol,Automatic,3,349,2,20,246,Bike,1,No,159,530,3949,14080
Meteor 350,Royal Enfield,Bike,2022,251172,70,Petrol,Automatic,4,349,2,20,325,Bike,3,No,178,200,4110,17190
Himalayan 450,Royal Enfield,Bike,2022,378679,30,Electric,Automatic,4,452,2,40,334,Bike,7,No,243,458,11174,13509
Himalayan 450,Royal Enfield,Bike,2022,187249,60,Electric,Manual,5,452,2,40,309,Bike,3,No,235,342,10707,37195
Himalayan 450,Royal Enfield,Bike,2022,324780,33,Diesel,Manual,3,452,2,40,291,Bike,3,No,206,621,4659,35504
Himalayan 450,Royal Enfield,Bike,2022,296679,43,Diesel,Manual,4,452,2,40,291,Bike,1,No,150,404,7287,56242
R15 V4,Yamaha,Bike,2022,154211,49,Diesel,Automatic,4,155,2,18,252,Bike,6,Yes,159,278,14262,25742
R15 V4,Yamaha,Bike,2022,207428,48,Electric,Manual,4,155,2,18,301,Bike,7,No,232,563,5127,23005
R15 V4,Yamaha,Bike,2022,187549,54,Diesel,Automatic,3,155,2,18,382,Bike,4,No,178,396,14937,37665
R15 V4,Yamaha,Bike,2022,225060,51,Petrol,Automatic,5,155,2,18,232,Bike,7,Yes,153,433,14986,51706
MT15,Yamaha,Bike,2022,247061,67,Petrol,Automatic,3,155,2,18,272,Bike,6,No,190,663,14726,42722
MT15,Yamaha,Bike,2022,336601,58,Hybrid,Manual,4,155,2,18,201,Bike,6,Yes,156,383,5990,43685
MT15,Yamaha,Bike,2022,398639,66,Petrol,Automatic,5,155,2,18,378,Bike,7,No,243,395,14953,10728
MT15,Yamaha,Bike,2022,193873,40,Diesel,Manual,4,155,2,18,227,Bike,8,No,196,477,7825,16655
FZ-S,Yamaha,Bike,2022,81838,31,Petrol,Automatic,4,149,2,12,144,Bike,4,Yes,177,210,8468,25169
FZ-S,Yamaha,Bike,2022,236531,43,Electric,Automatic,5,149,2,12,99,Bike,4,No,182,630,14435,21852
FZ-S,Yamaha,Bike,2022,163141,42,Hybrid,Automatic,5,149,2,12,275,Bike,5,Yes,172,295,8290,17056
FZ-S,Yamaha,Bike,2022,316633,75,Electric,Automatic,4,149,2,12,141,Bike,7,No,193,271,6670,14461
Duke 200,KTM,Bike,2022,289988,36,Petrol,Automatic,4,199,2,25,269,Bike,3,No,186,204,4259,13024
Duke 200,KTM,Bike,2022,241282,29,Diesel,Manual,4,199,2,25,396,Bike,2,Yes,215,565,4970,45535
Duke 200,KTM,Bike,2022,290071,64,Petrol,Automatic,5,199,2,25,254,Bike,3,Yes,190,615,5733,48798
Duke 200,KTM,Bike,2022,208111,34,Electric,Manual,4,199,2,25,395,Bike,7,Yes,185,544,5122,43268
Duke 390,KTM,Bike,2022,294540,66,Hybrid,Manual,4,399,2,46,383,Bike,8,No,195,603,4559,22220
Duke 390,KTM,Bike,2022,288644,29,Diesel,Automatic,5,399,2,46,146,Bike,8,No,211,330,11129,20019
Duke 390,KTM,Bike,2022,199979,31,Diesel,Manual,4,399,2,46,191,Bike,6,Yes,186,681,3323,32587
Duke 390,KTM,Bike,2022,325609,68,Petrol,Manual,4,399,2,46,286,Bike,8,No,154,274,3169,41333
RC 390,KTM,Bike,2022,374329,52,Diesel,Manual,4,399,2,46,353,Bike,3,Yes,219,357,12992,16341
RC 390,KTM,Bike,2022,234364,39,Petrol,Manual,5,399,2,46,183,Bike,4,Yes,166,259,8114,56771
RC 390,KTM,Bike,2022,214886,50,Petrol,Manual,5,399,2,46,338,Bike,6,No,163,476,10117,40093
RC 390,KTM,Bike,2022,283437,32,Petrol,Manual,5,399,2,46,150,Bike,1,No,156,600,10985,32488
Swift,Maruti,Car,2023,3409203,25,Hybrid,Automatic,3,1197,5,89,352,Hatchback,4,Yes,183,468,7629,32510
Swift,Maruti,Car,2023,1992030,14,Electric,Automatic,3,1197,5,89,163,Hatchback,2,Yes,186,518,7634,25952
Swift,Maruti,Car,2023,4339876,21,Hybrid,Manual,4,1197,5,89,194,Hatchback,5,Yes,244,437,6498,48665
Swift,Maruti,Car,2023,3730934,22,Diesel,Manual,5,1197,5,89,128,Hatchback,8,Yes,236,294,4229,44068
Baleno,Maruti,Car,2023,1094711,26,Electric,Manual,3,1197,5,89,92,Hatchback,5,No,190,593,7740,33970
Baleno,Maruti,Car,2023,859855,14,Electric,Automatic,4,1197,5,89,110,Hatchback,8,No,191,404,4983,43727
Baleno,Maruti,Car,2023,1848758,28,Petrol,Automatic,4,1197,5,89,353,Hatchback,6,No,223,233,8646,50277
Baleno,Maruti,Car,2023,2256164,23,Diesel,Automatic,3,1197,5,89,171,Hatchback,2,No,153,613,8893,29585
Dzire,Maruti,Car,2023,3594459,25,Hybrid,Manual,3,1197,5,89,257,Sedan,4,Yes,224,353,6778,57872
Dzire,Maruti,Car,2023,4260646,14,Diesel,Manual,3,1197,5,89,247,Sedan,6,Yes,160,603,6719,31002
Dzire,Maruti,Car,2023,2354878,25,Petrol,Manual,3,1197,5,89,348,Sedan,7,Yes,184,547,13574,25914
Dzire,Maruti,Car,2023,3581133,28,Hybrid,Automatic,3,1197,5,89,126,Sedan,4,No,187,223,4497,28069
Brezza,Maruti,Car,2023,2150406,21,Electric,Manual,5,1462,5,103,146,SUV,5,Yes,175,606,12767,52404
Brezza,Maruti,Car,2023,2013864,14,Hybrid,Automatic,5,1462,5,103,237,SUV,5,Yes,227,494,6898,23229
Brezza,Maruti,Car,2023,4180416,22,Petrol,Automatic,4,1462,5,103,364,SUV,7,Yes,233,585,11697,13131
Brezza,Maruti,Car,2023,766041,15,Diesel,Automatic,5,1462,5,103,231,SUV,8,Yes,200,375,10607,37210
Fronx,Maruti,Car,2023,2714585,15,Petrol,Automatic,4,1197,5,99,272,SUV,6,Yes,243,212,4781,34212
Fronx,Maruti,Car,2023,3191929,18,Electric,Automatic,4,1197,5,99,313,SUV,3,No,219,239,6965,38593
Fronx,Maruti,Car,2023,2008710,20,Diesel,Automatic,5,1197,5,99,216,SUV,6,Yes,187,484,11873,31405
Fronx,Maruti,Car,2023,3161913,22,Hybrid,Manual,3,1197,5,99,288,SUV,5,Yes,237,264,11503,28777
Grand Vitara,Maruti,Car,2023,3195265,21,Hybrid,Manual,3,1490,5,114,173,SUV,8,Yes,236,535,6865,54680
Grand Vitara,Maruti,Car,2023,2316602,25,Electric,Automatic,3,1490,5,114,195,SUV,1,Yes,179,235,3645,47576
Grand Vitara,Maruti,Car,2023,3163357,22,Hybrid,Manual,5,1490,5,114,379,SUV,3,Yes,249,302,9145,43394
Grand Vitara,Maruti,Car,2023,3616984,15,Electric,Automatic,5,1490,5,114,201,SUV,1,Yes,199,227,3872,46905
Nexon,Tata,Car,2023,1267293,28,Diesel,Automatic,3,1497,5,113,171,SUV,2,Yes,224,376,8149,12140
Nexon,Tata,Car,2023,3177905,23,Electric,Automatic,3,1497,5,113,220,SUV,8,Yes,157,583,7680,58292
Nexon,Tata,Car,2023,835505,26,Hybrid,Manual,5,1497,5,113,291,SUV,7,Yes,222,601,8682,58505
Nexon,Tata,Car,2023,4087584,21,Electric,Automatic,4,1497,5,113,333,SUV,7,Yes,162,469,8345,51858
Punch,Tata,Car,2023,4433423,23,Petrol,Automatic,3,1199,5,86,374,SUV,8,Yes,204,387,10251,20241
Punch,Tata,Car,2023,3463800,21,Diesel,Automatic,3,1199,5,86,141,SUV,3,Yes,202,544,8009,51741
Punch,Tata,Car,2023,2510924,26,Electric,Manual,5,1199,5,86,221,SUV,6,No,201,651,14554,17097
Punch,Tata,Car,2023,3609089,18,Hybrid,Manual,4,1199,5,86,138,SUV,3,Yes,206,273,3325,10641
Harrier,Tata,Car,2023,864861,18,Electric,Manual,3,1956,5,168,226,SUV,8,Yes,230,671,3667,33587
Harrier,Tata,Car,2023,1272174,22,Diesel,Manual,3,1956,5,168,324,SUV,7,No,209,338,9168,15357
Harrier,Tata,Car,2023,3952429,20,Hybrid,Manual,3,1956,5,168,380,SUV,1,No,218,580,11361,21635
Harrier,Tata,Car,2023,1472200,25,Electric,Manual,4,1956,5,168,323,SUV,2,No,157,241,7982,42510
Safari,Tata,Car,2023,1046569,17,Petrol,Automatic,3,1956,7,168,114,SUV,4,No,214,365,3296,52931
Safari,Tata,Car,2023,1081711,27,Hybrid,Manual,3,1956,7,168,336,SUV,7,No,167,289,12062,58462
Safari,Tata,Car,2023,3493772,24,Petrol,Automatic,5,1956,7,168,165,SUV,2,No,202,374,5545,13526
Safari,Tata,Car,2023,3980928,26,Diesel,Automatic,5,1956,7,168,164,SUV,3,Yes,225,609,7078,44677
Altroz,Tata,Car,2023,663577,14,Petrol,Manual,4,1199,5,88,374,Hatchback,2,Yes,240,222,9407,57658
Altroz,Tata,Car,2023,4087194,24,Electric,Automatic,3,1199,5,88,238,Hatchback,7,No,213,223,11083,12450
Altroz,Tata,Car,2023,909749,25,Hybrid,Manual,3,1199,5,88,334,Hatchback,4,No,249,226,12472,19065
Altroz,Tata,Car,2023,2007508,16,Petrol,Manual,3,1199,5,88,116,Hatchback,2,Yes,180,278,12670,15142
Tiago,Tata,Car,2023,4160879,19,Electric,Manual,5,1199,5,86,238,Hatchback,8,Yes,151,326,9814,12306
Tiago,Tata,Car,2023,4426882,28,Diesel,Manual,5,1199,5,86,281,Hatchback,4,Yes,217,309,7190,14076
